mRNA	CKR
LOC_Os09g34280	22.8
LOC_Os09g34290	1.5
LOC_Os09g34300	4.3
LOC_Os09g34310	8
LOC_Os09g34320	7.5
LOC_Os09g34330	0
LOC_Os09g34340	7.9
LOC_Os09g34846	0
LOC_Os09g34847	7.6
LOC_Os09g34850	12.4
LOC_Os09g34860	10.1
LOC_Os09g34870	0.2
LOC_Os09g34880	0
LOC_Os09g34890	2.3
LOC_Os09g34900	4.5
LOC_Os09g34910	67
LOC_Os09g34920	0.4
LOC_Os09g34930	0
LOC_Os09g34940	0
LOC_Os09g34950	2.2
LOC_Os09g34960	16.5
LOC_Os09g34970	12.6
LOC_Os09g34980	8.2
LOC_Os09g34985	3.1
LOC_Os09g34990	0
LOC_Os09g35000	1.8
LOC_Os09g35010	4.3
LOC_Os09g35020	0
LOC_Os09g35030	12.7
LOC_Os09g35530	0
LOC_Os09g35540	0
LOC_Os09g35550	0
LOC_Os09g35560	0
LOC_Os09g35570	0
LOC_Os09g35580	0
LOC_Os09g35590	0
LOC_Os09g35600	0.5
LOC_Os09g35609	0
LOC_Os09g35620	0
LOC_Os09g35630	26.9
LOC_Os09g35640	0
LOC_Os09g35650	0
LOC_Os09g35660	0
LOC_Os09g35670	6.7
LOC_Os09g35680	16.8
LOC_Os09g35690	4
LOC_Os09g35700	0
LOC_Os09g35710	16.9
LOC_Os09g35720	0.5
LOC_Os09g35730	16.2
LOC_Os09g35740	0
LOC_Os09g35750	0.5
LOC_Os09g35760	1.8
LOC_Os09g35770	0
LOC_Os09g35780	3.9
LOC_Os09g35790	11.3
LOC_Os09g35800	2.8
LOC_Os09g35810	16.7
LOC_Os09g35820	0
LOC_Os09g35830	2.5
LOC_Os09g35850	0
LOC_Os09g35860	13.3
LOC_Os09g35870	2
LOC_Os09g35880	24.3
LOC_Os09g35890	0.4
LOC_Os09g35900	21.5
LOC_Os09g35910	36.6
LOC_Os09g35920	5.7
LOC_Os09g35930	0
LOC_Os09g35940	0.5
LOC_Os09g35950	0
LOC_Os09g35960	22.1
LOC_Os09g35970	20.1
LOC_Os09g35980	0.5
LOC_Os09g35990	1.8
LOC_Os09g36000	3.7
LOC_Os09g36010	0
LOC_Os09g36020	5.2
LOC_Os09g36030	18.5
LOC_Os09g36040	0.9
LOC_Os09g36050	0
LOC_Os09g36060	0.8
LOC_Os09g36070	0
LOC_Os09g36080	1.3
LOC_Os09g36090	29.9
LOC_Os09g36100	23.3
LOC_Os09g36110	4.8
LOC_Os09g36120	3.8
LOC_Os09g36130	0.9
LOC_Os09g36140	0
LOC_Os09g36150	0
LOC_Os09g36160	2.2
LOC_Os09g36170	0
LOC_Os09g36180	0.3
LOC_Os09g36190	9.9
LOC_Os09g36200	14.3
LOC_Os09g36210	0
LOC_Os09g36220	4.3
LOC_Os09g36230	0.5
LOC_Os09g36240	0.8
LOC_Os09g36244	0.5
LOC_Os09g36250	16.1
LOC_Os09g36260	1.4
LOC_Os09g36270	14.4
LOC_Os09g36280	5.3
LOC_Os09g36290	30.2
LOC_Os09g36300	40.3
LOC_Os09g36310	0
LOC_Os09g36320	6.3
LOC_Os09g36330	0
LOC_Os09g36340	0
LOC_Os09g36350	38.9
LOC_Os09g36360	8.2
LOC_Os09g36370	7.8
LOC_Os09g36380	0
LOC_Os09g36390	0
LOC_Os09g36400	0
LOC_Os09g36410	0
LOC_Os09g36420	0.4
LOC_Os09g36430	0
LOC_Os09g36440	15
LOC_Os09g36450	38.2
LOC_Os09g36460	19.8
LOC_Os09g36470	0
LOC_Os09g36480	8.1
LOC_Os09g36490	10.4
LOC_Os09g36500	0
LOC_Os09g36510	0
LOC_Os09g36520	42.7
LOC_Os09g36530	2.3
LOC_Os09g36540	0.1
LOC_Os09g36550	18.2
LOC_Os09g36560	1
LOC_Os09g36569	0
LOC_Os09g36580	15.6
LOC_Os09g36590	0
LOC_Os09g36600	47.7
LOC_Os09g36610	0
LOC_Os09g36619	4.4
LOC_Os09g36630	2.8
LOC_Os09g36640	0
LOC_Os09g36650	0.3
LOC_Os09g36660	0
LOC_Os09g36670	7.6
LOC_Os09g36680	0
LOC_Os09g36690	2.4
LOC_Os09g36700	0
LOC_Os09g36710	20
LOC_Os09g36720	0
LOC_Os09g36730	16.6
LOC_Os09g36735	1.9
LOC_Os09g36740	20.7
LOC_Os09g36750	2.5
LOC_Os09g36760	3.3
LOC_Os09g36770	7.6
LOC_Os09g36790	8.6
LOC_Os09g36800	31.3
LOC_Os09g36810	2.2
LOC_Os09g36820	0.9
LOC_Os09g36830	12.3
LOC_Os09g36840	0
LOC_Os09g36850	5.7
LOC_Os09g36860	24.9
LOC_Os09g36870	0
LOC_Os09g36880	1.7
LOC_Os09g36890	10.3
LOC_Os09g36900	3.8
LOC_Os09g36910	3.4
LOC_Os09g36920	19.6
LOC_Os09g36930	0
LOC_Os09g36940	11.6
LOC_Os09g36950	4.1
LOC_Os09g36960	0
LOC_Os09g36970	0
LOC_Os09g36976	6.3
LOC_Os09g36982	2.2
LOC_Os09g36990	13.3
LOC_Os09g37000	18.4
LOC_Os09g37006	27
LOC_Os09g37012	17.5
LOC_Os09g37020	17.2
LOC_Os09g37040	7.5
LOC_Os09g37050	0
LOC_Os09g37060	0.9
LOC_Os09g37070	3.4
LOC_Os09g37080	31.1
LOC_Os09g37090	0
LOC_Os09g37100	24.2
LOC_Os09g37110	0
LOC_Os09g37120	53.1
LOC_Os09g37130	0
LOC_Os09g37140	0
LOC_Os09g37150	0
LOC_Os09g37160	0
LOC_Os09g37170	0
LOC_Os09g37180	82.7
LOC_Os09g37200	68.3
LOC_Os09g37210	0
LOC_Os09g37220	0
LOC_Os09g37230	14.2
LOC_Os09g37240	2.7
LOC_Os09g37250	0
LOC_Os09g37260	2.8
LOC_Os09g37270	10.2
LOC_Os09g37280	12.2
LOC_Os09g37290	0
LOC_Os09g37300	0
LOC_Os09g37310	0.1
LOC_Os09g37320	0
LOC_Os09g37330	14.2
LOC_Os09g37340	12.8
LOC_Os09g37350	4
LOC_Os09g37344	1.9
LOC_Os09g37360	0
LOC_Os09g37369	0
LOC_Os09g37380	2
LOC_Os09g37390	0
LOC_Os09g37394	1.2
LOC_Os09g37400	0
LOC_Os09g37410	0
LOC_Os09g37420	4.2
LOC_Os09g37430	4.9
LOC_Os09g37446	1.9
LOC_Os09g37440	1.9
LOC_Os09g37452	0
LOC_Os09g37460	0
LOC_Os09g37470	0
LOC_Os09g37480	0
LOC_Os09g37490	0
LOC_Os09g37495	0
LOC_Os09g37500	2.2
LOC_Os09g37510	7.5
LOC_Os09g37520	18.3
LOC_Os09g37530	0
LOC_Os09g37540	7.3
LOC_Os09g37550	0
LOC_Os09g37560	0
LOC_Os09g37570	0.7
LOC_Os09g37580	0.2
LOC_Os09g37590	0.3
LOC_Os09g37600	16.2
LOC_Os09g37620	6.4
LOC_Os09g37610	4.3
LOC_Os09g37630	0
LOC_Os09g37650	0
LOC_Os09g37640	0
LOC_Os09g37660	0
LOC_Os09g37670	0
LOC_Os09g37680	0
LOC_Os09g37690	0.5
LOC_Os09g37700	3.5
LOC_Os09g37710	14.3
LOC_Os09g37720	2.5
LOC_Os09g37740	0.4
LOC_Os09g37730	0
LOC_Os09g37750	0
LOC_Os09g37760	10
LOC_Os09g37770	0
LOC_Os09g37780	0.5
LOC_Os09g37790	0.1
LOC_Os09g37800	1.3
LOC_Os09g37810	1.6
LOC_Os09g37820	0
LOC_Os09g37830	1
LOC_Os09g37834	11.2
LOC_Os09g37840	0.8
LOC_Os09g37850	0
LOC_Os09g37860	11.3
LOC_Os09g37870	0
LOC_Os09g37880	0
LOC_Os09g37890	0
LOC_Os09g37900	0
LOC_Os09g37910	45.7
LOC_Os09g37920	0.4
LOC_Os09g37930	0.9
LOC_Os09g37940	0
LOC_Os09g37949	7.1
LOC_Os09g37958	0
LOC_Os09g37967	0
LOC_Os09g37976	0.6
LOC_Os09g37990	0
LOC_Os09g38000	0.4
LOC_Os09g38010	0
LOC_Os09g38020	76.4
LOC_Os09g38030	33.5
LOC_Os09g38040	11.3
LOC_Os09g38050	0
LOC_Os09g38060	6.1
LOC_Os09g38070	17
LOC_Os09g38080	4.8
LOC_Os09g38090	13
LOC_Os09g38100	1
LOC_Os09g38104	0
LOC_Os09g38110	10.6
LOC_Os09g38120	0
LOC_Os09g38130	6.9
LOC_Os09g38139	0
LOC_Os09g38150	0.5
LOC_Os09g38160	0
LOC_Os09g38170	0
LOC_Os09g38180	0
LOC_Os09g38200	0
LOC_Os09g38210	0
LOC_Os09g38239	1.7
LOC_Os09g38268	0.7
LOC_Os09g38300	9.8
LOC_Os09g38310	0.9
LOC_Os09g38320	1.5
LOC_Os09g38330	1.1
LOC_Os09g38340	7.7
LOC_Os09g38350	0
LOC_Os09g38360	0
LOC_Os09g38370	13.8
LOC_Os09g38380	0
LOC_Os09g38390	35.9
LOC_Os09g38400	51.2
LOC_Os09g38410	1.7
LOC_Os09g38420	2.6
LOC_Os09g38429	0
LOC_Os09g38450	12.9
LOC_Os09g38440	4.2
LOC_Os09g38460	0
LOC_Os09g38470	0.2
LOC_Os09g38480	0.5
LOC_Os09g38490	0
LOC_Os09g38500	4.8
LOC_Os09g38510	9
LOC_Os09g38520	12.5
LOC_Os09g38530	43.1
LOC_Os09g38550	7.6
LOC_Os09g38540	8
LOC_Os09g38560	17.1
LOC_Os09g38570	28.5
LOC_Os09g38580	27.7
LOC_Os09g38590	0
LOC_Os09g38600	0
LOC_Os09g38610	0
LOC_Os09g38620	7.5
LOC_Os09g38630	0
LOC_Os09g38640	0
LOC_Os09g38650	0
LOC_Os09g38660	1.3
LOC_Os09g38670	1.8
LOC_Os09g38680	0
LOC_Os09g38690	4.9
LOC_Os09g38710	7
LOC_Os09g38700	0.8
LOC_Os09g38720	0.2
LOC_Os09g38730	1.2
LOC_Os09g38740	19.6
LOC_Os09g38750	8.2
LOC_Os09g38755	1.9
LOC_Os09g38759	5.3
LOC_Os09g38768	5.1
LOC_Os09g38772	3
LOC_Os09g38777	4.6
LOC_Os09g38784	1.6
LOC_Os09g38790	16.6
LOC_Os09g38800	21.4
LOC_Os09g38814	0
LOC_Os09g38830	0.3
LOC_Os09g38834	0
LOC_Os09g38840	2.7
LOC_Os09g38850	1.3
LOC_Os09g38860	0
LOC_Os09g38870	1.4
LOC_Os09g38880	0
LOC_Os09g38890	1
LOC_Os09g38900	0
LOC_Os09g38910	5.7
LOC_Os09g38920	32
LOC_Os09g38930	0
LOC_Os09g38940	0
LOC_Os09g38950	0
LOC_Os09g38960	8.9
LOC_Os09g38970	12.5
LOC_Os09g38980	1.2
LOC_Os09g38990	0
LOC_Os09g39000	0
LOC_Os09g39010	0
LOC_Os09g39020	1.9
LOC_Os09g39034	0.7
LOC_Os09g39050	0
LOC_Os09g39060	0
LOC_Os09g39070	63.3
LOC_Os09g39080	3.4
LOC_Os09g39090	3.7
LOC_Os09g39100	0
LOC_Os09g39110	0
LOC_Os09g39120	0
LOC_Os09g39130	0
LOC_Os09g39140	0
LOC_Os09g39150	0
LOC_Os09g39160	0
LOC_Os09g39170	0
LOC_Os09g39180	10.8
LOC_Os09g39190	9.3
LOC_Os09g39200	21.2
LOC_Os09g39210	6.6
LOC_Os09g39220	2.4
LOC_Os09g39230	1
LOC_Os09g39240	0
LOC_Os09g39250	0
LOC_Os09g39260	0.8
LOC_Os09g39270	9.6
LOC_Os09g39280	0
LOC_Os09g39290	0
LOC_Os09g39300	0
LOC_Os09g39310	7.5
LOC_Os09g39320	3.3
LOC_Os09g39330	0.2
LOC_Os09g39334	0
LOC_Os09g39340	0
LOC_Os09g39350	29.4
LOC_Os09g39360	0
LOC_Os09g39370	0
LOC_Os09g39380	40.4
LOC_Os09g39390	5.6
LOC_Os09g39400	14.1
LOC_Os09g39410	8.2
LOC_Os09g39420	11
LOC_Os09g39430	3.7
LOC_Os09g39440	7.4
LOC_Os09g39450	0
LOC_Os09g39462	26.9
LOC_Os09g39474	3.8
LOC_Os09g39490	2.8
LOC_Os09g39500	35.7
LOC_Os09g39510	0
LOC_Os09g39520	0
LOC_Os09g39530	0.8
LOC_Os09g39540	40.8
LOC_Os09g39550	25.5
LOC_Os09g39560	30.2
LOC_Os09g39580	3.2
LOC_Os09g39570	5.7
LOC_Os09g39590	3.8
LOC_Os09g39594	4.8
LOC_Os09g39600	0
LOC_Os09g39610	0
LOC_Os09g39620	3.6
LOC_Os09g39630	0
LOC_Os09g39640	3.3
LOC_Os09g39650	4.6
LOC_Os09g39660	7.2
LOC_Os09g39670	8.5
LOC_Os09g39680	6.8
LOC_Os09g39690	12.9
LOC_Os09g39700	2
LOC_Os09g39710	0
LOC_Os09g39730	0
LOC_Os09g39720	0
LOC_Os09g39740	4.8
LOC_Os09g39750	0
LOC_Os09g39754	0
LOC_Os09g39770	59.7
LOC_Os09g39760	37.5
LOC_Os09g39780	26.5
LOC_Os09g39790	5.2
LOC_Os09g39800	0
LOC_Os09g39810	0
LOC_Os09g39820	0
LOC_Os09g39830	0
LOC_Os09g39840	0
LOC_Os09g39850	11.5
LOC_Os09g39860	2.3
LOC_Os09g39870	11.7
LOC_Os09g39880	0
LOC_Os09g39890	0
LOC_Os09g39900	0
LOC_Os09g39910	11.9
LOC_Os09g39920	0
LOC_Os09g39930	1.8
LOC_Os09g39940	73.2
LOC_Os09g39950	1.2
LOC_Os09g39960	8.8
LOC_Os09g39980	7.4
LOC_Os09g39970	2.3
LOC_Os09g40000	23.2
LOC_Os09g40010	0
LOC_Os09g40014	0
LOC_Os09g40018	0
LOC_Os09g40022	0
LOC_Os09g40030	0
LOC_Os09g40040	0
LOC_Os09g40050	0
LOC_Os09g40060	0
LOC_Os09g40075	0
LOC_Os09g40085	0
LOC_Os10g01006	0
LOC_Os10g01008	0
LOC_Os10g01010	0
LOC_Os10g01020	0
LOC_Os10g01030	0
LOC_Os10g01044	1.1
LOC_Os10g01060	5.3
LOC_Os10g01070	0
LOC_Os10g01080	1.9
LOC_Os10g01090	0
LOC_Os10g01100	64.2
LOC_Os10g01110	9.6
LOC_Os10g01120	0
LOC_Os10g01134	2.1
LOC_Os10g01150	0
LOC_Os10g01164	0
LOC_Os10g01180	0
LOC_Os10g01200	0
LOC_Os10g01210	0
LOC_Os10g01230	0
LOC_Os10g01240	0
LOC_Os10g01250	0
LOC_Os10g01260	0
LOC_Os10g01274	0
LOC_Os10g01290	19.4
LOC_Os10g01300	0
LOC_Os10g01310	0
LOC_Os10g01320	0
LOC_Os10g01330	0
LOC_Os10g01340	2.4
LOC_Os10g01350	0
LOC_Os10g01360	0
LOC_Os10g01370	0
LOC_Os10g01380	0
LOC_Os10g01390	0
LOC_Os10g01400	0
LOC_Os10g01410	0
LOC_Os10g01420	0
LOC_Os10g01430	0
LOC_Os10g01440	0
LOC_Os10g01450	0
LOC_Os10g01460	2
LOC_Os10g01470	14.5
LOC_Os10g01480	3.6
LOC_Os10g01490	0
LOC_Os10g01500	0
LOC_Os10g01510	0
LOC_Os10g01520	0
LOC_Os10g01530	0
LOC_Os10g01540	0.7
LOC_Os10g01550	6
LOC_Os10g01560	0.5
LOC_Os10g01570	5.4
LOC_Os10g01580	0
LOC_Os10g01590	0
LOC_Os10g01600	0
LOC_Os10g01610	21
LOC_Os10g01620	0
LOC_Os10g01630	0
LOC_Os10g01640	12.9
LOC_Os10g01650	0
LOC_Os10g01660	0
LOC_Os10g01670	0
LOC_Os10g01680	0
LOC_Os10g01690	0
LOC_Os10g01700	0
LOC_Os10g01710	0
LOC_Os10g01720	0
LOC_Os10g01730	0
LOC_Os10g01740	0
LOC_Os10g01750	0
LOC_Os10g01760	0
LOC_Os10g01770	0
LOC_Os10g01780	0
LOC_Os10g01790	0
LOC_Os10g01800	0
LOC_Os10g01810	0
LOC_Os10g01820	0.2
LOC_Os10g01830	0.4
LOC_Os10g01840	1
LOC_Os10g01844	0.8
LOC_Os10g01850	0
LOC_Os10g01860	0
LOC_Os10g01870	0
LOC_Os10g01880	0
LOC_Os10g01890	0
LOC_Os10g01900	0
LOC_Os10g01910	0
LOC_Os10g01920	0
LOC_Os10g01930	0
LOC_Os10g01940	0
LOC_Os10g01950	0
LOC_Os10g01960	0
LOC_Os10g01970	0
LOC_Os10g01984	0
LOC_Os10g02000	0
LOC_Os10g02010	0
LOC_Os10g02020	0
LOC_Os10g02030	0
LOC_Os10g02040	6.8
LOC_Os10g02050	0
LOC_Os10g02060	0
LOC_Os10g02070	169.9
LOC_Os10g02080	0.3
LOC_Os10g02090	0
LOC_Os10g02100	0.4
LOC_Os10g02120	0
LOC_Os10g02130	0
LOC_Os10g02140	0
LOC_Os10g02150	0
LOC_Os10g02160	0
LOC_Os10g02170	0
LOC_Os10g02180	0
LOC_Os10g02190	0
LOC_Os10g02200	0
LOC_Os10g02210	0.7
LOC_Os10g02220	0
LOC_Os10g02230	0
LOC_Os10g02240	3.5
LOC_Os10g02250	0.1
LOC_Os10g02260	0.6
LOC_Os10g02270	10.6
LOC_Os10g02276	0.9
LOC_Os10g02284	0.5
LOC_Os10g02300	5.4
LOC_Os10g02314	0
LOC_Os10g02330	0
LOC_Os10g02340	0
LOC_Os10g02350	5.9
LOC_Os10g02360	32.4
LOC_Os10g02369	0
LOC_Os10g02380	2.7
LOC_Os10g02400	0
LOC_Os10g02410	11.5
LOC_Os10g02420	0
LOC_Os10g02430	0
LOC_Os10g02440	0
LOC_Os10g02450	0
LOC_Os10g02470	0
LOC_Os10g02480	2
LOC_Os10g02500	13.7
LOC_Os10g02490	2.9
LOC_Os10g02509	0
LOC_Os10g02520	0
LOC_Os10g02530	0
LOC_Os10g02544	0
LOC_Os10g02560	0
LOC_Os10g02570	0
LOC_Os10g02584	0
LOC_Os10g02600	0
LOC_Os10g02610	0.6
LOC_Os10g02620	0
LOC_Os10g02625	0
LOC_Os10g02630	52.3
LOC_Os10g02640	0
LOC_Os10g02644	0
LOC_Os10g02650	3.2
LOC_Os10g02660	0
LOC_Os10g02670	0
LOC_Os10g02680	0
LOC_Os10g02690	0
LOC_Os10g02700	0
LOC_Os10g02710	0
LOC_Os10g02720	0
LOC_Os10g02740	0
LOC_Os10g02750	0.4
LOC_Os10g02760	8
LOC_Os10g02770	1.2
LOC_Os10g02780	0
LOC_Os10g02790	0
LOC_Os10g02800	0
LOC_Os10g02814	0.5
LOC_Os10g02830	0
LOC_Os10g02840	1.6
LOC_Os10g02850	0
LOC_Os10g02860	0
LOC_Os10g02870	0
LOC_Os10g02880	0.5
LOC_Os10g02890	0
LOC_Os10g02900	0
LOC_Os10g02910	0
LOC_Os10g02920	3
LOC_Os10g02930	23.9
LOC_Os10g02940	0
LOC_Os10g02950	0
LOC_Os10g02960	0
LOC_Os10g02970	0.7
LOC_Os10g02980	1.7
LOC_Os10g02990	0
LOC_Os10g03000	0
LOC_Os10g03010	0
LOC_Os10g03020	0
LOC_Os10g03030	0
LOC_Os10g03040	0
LOC_Os10g03050	0
LOC_Os10g03060	0
LOC_Os10g03070	0
LOC_Os10g03080	0
LOC_Os10g03090	0
LOC_Os10g03100	0
LOC_Os10g03110	0
LOC_Os10g03120	0
LOC_Os10g03130	0
LOC_Os10g03140	0
LOC_Os10g03150	0
LOC_Os10g03160	0
LOC_Os10g03170	0
LOC_Os10g03180	0
LOC_Os10g03190	0
LOC_Os10g03200	0
LOC_Os10g03210	0
LOC_Os10g03220	0
LOC_Os10g03230	0
LOC_Os10g03240	0
LOC_Os10g03250	0
LOC_Os10g03260	0
LOC_Os10g03270	0
LOC_Os10g03280	0
LOC_Os10g03290	0
LOC_Os10g03300	0
LOC_Os10g03310	0
LOC_Os10g03320	1.1
LOC_Os10g03330	0
LOC_Os10g03340	0
LOC_Os10g03350	0
LOC_Os10g03360	0
LOC_Os10g03370	0
LOC_Os10g03380	0
LOC_Os10g03390	12.6
LOC_Os10g03400	4.8
LOC_Os10g03410	0.8
LOC_Os10g03420	0
LOC_Os10g03430	0
LOC_Os10g03440	6
LOC_Os10g03450	1.6
LOC_Os10g03460	0
LOC_Os10g03470	0
LOC_Os10g03480	0
LOC_Os10g03490	0
LOC_Os10g03500	0
LOC_Os10g03510	0
LOC_Os10g03520	0
LOC_Os10g03530	0
LOC_Os10g03540	7.2
LOC_Os10g03550	27.2
LOC_Os10g03560	0
LOC_Os10g03570	7.6
LOC_Os10g03580	0.5
LOC_Os10g03590	0
LOC_Os10g03600	3.2
LOC_Os10g03610	0
LOC_Os10g03620	0.6
LOC_Os10g03630	0
LOC_Os10g03640	0
LOC_Os10g03650	0.2
LOC_Os10g03660	0.1
LOC_Os10g03669	4.9
LOC_Os10g03680	1.4
LOC_Os10g03690	0.5
LOC_Os10g03700	0
LOC_Os10g03710	0
LOC_Os10g03720	3.6
LOC_Os10g03730	0.5
LOC_Os10g03740	0.6
LOC_Os10g03750	0.3
LOC_Os10g03760	0.3
LOC_Os10g03770	0
LOC_Os10g03780	0.9
LOC_Os10g03790	0
LOC_Os10g03800	0
LOC_Os10g03809	0
LOC_Os10g03820	0
LOC_Os10g03830	1.4
LOC_Os10g03840	0
LOC_Os10g03850	5.1
LOC_Os10g03855	0
LOC_Os10g03870	0.3
LOC_Os10g03880	0
LOC_Os10g03890	0
LOC_Os10g03900	1.5
LOC_Os10g03910	0.3
LOC_Os10g03920	0
LOC_Os10g03930	0.3
LOC_Os10g03940	0
LOC_Os10g03950	0
LOC_Os10g03960	0
LOC_Os10g03970	0
LOC_Os10g03980	0
LOC_Os10g03990	0
LOC_Os10g04000	0
LOC_Os10g04010	0
LOC_Os10g04020	2.7
LOC_Os10g04030	0
LOC_Os10g04040	0
LOC_Os10g04050	2.8
LOC_Os10g04060	0.6
LOC_Os10g04074	0
LOC_Os10g04090	0.6
LOC_Os10g04100	0
LOC_Os10g04110	0
LOC_Os10g04120	0.5
LOC_Os10g04130	15.6
LOC_Os10g04140	0
LOC_Os10g04150	0
LOC_Os10g04160	0
LOC_Os10g04170	0
LOC_Os10g04180	6.2
LOC_Os10g04210	0
LOC_Os10g04220	0
LOC_Os10g04230	0
LOC_Os10g04240	0
LOC_Os10g04250	0
LOC_Os10g04260	0
LOC_Os10g04270	132.1
LOC_Os10g04280	0
LOC_Os10g04290	4.2
LOC_Os10g04316	0
LOC_Os10g04342	5.8
LOC_Os10g04370	0
LOC_Os10g04380	0
LOC_Os10g04390	0
LOC_Os10g04400	0
LOC_Os10g04410	0
LOC_Os10g04429	0
LOC_Os10g04450	3.3
LOC_Os10g04460	0
LOC_Os10g04470	0
LOC_Os10g04480	0
LOC_Os10g04490	0
LOC_Os10g04500	0
LOC_Os10g04510	0
LOC_Os10g04520	0.5
LOC_Os10g04530	0
LOC_Os10g04540	0
LOC_Os10g04550	0
LOC_Os10g04560	0
LOC_Os10g04570	0
LOC_Os10g04580	3.3
LOC_Os10g04590	5.5
LOC_Os10g04600	6.6
LOC_Os10g04610	3.8
LOC_Os10g04620	3.3
LOC_Os10g04625	0
LOC_Os10g04630	0.9
LOC_Os10g04640	0
LOC_Os10g04660	0
LOC_Os10g04674	2.7
LOC_Os10g04690	0.5
LOC_Os10g04700	4.5
LOC_Os10g04710	0
LOC_Os10g04720	0.6
LOC_Os10g04730	0
LOC_Os10g04740	0
LOC_Os10g04750	0
LOC_Os10g04760	0
LOC_Os10g04770	1.6
LOC_Os10g04780	0.6
LOC_Os10g04790	0
LOC_Os10g04800	2.9
LOC_Os10g04810	0
LOC_Os10g04840	0.8
LOC_Os10g04850	0
LOC_Os10g04860	8.5
LOC_Os10g04870	0
LOC_Os10g04880	0
LOC_Os10g04890	0
LOC_Os10g04900	0
LOC_Os10g04910	0
LOC_Os10g04919	0
LOC_Os10g04930	0
LOC_Os10g04940	0
LOC_Os10g04950	0
LOC_Os10g04960	0
LOC_Os10g04980	0
LOC_Os10g04990	0
LOC_Os10g05000	0
LOC_Os10g05010	0
LOC_Os10g05020	125
LOC_Os10g05030	0
LOC_Os10g05040	0
LOC_Os10g05050	0
LOC_Os10g05069	21.4
LOC_Os10g05088	0
LOC_Os10g05110	0
LOC_Os10g05120	0
LOC_Os10g05130	7.8
LOC_Os10g05140	0
LOC_Os10g05150	0
LOC_Os10g05160	0
LOC_Os10g05170	0
LOC_Os10g05180	0.4
LOC_Os10g05190	0
LOC_Os10g05200	0.8
LOC_Os10g05210	5.1
LOC_Os10g05220	0.5
LOC_Os10g05230	4.3
LOC_Os10g05240	1.1
LOC_Os10g05259	1.9
LOC_Os10g05250	0.8
LOC_Os10g05270	0
LOC_Os10g05280	0
LOC_Os10g05290	0
LOC_Os10g05300	0
LOC_Os10g05309	0
LOC_Os10g05320	0
LOC_Os10g05329	0
LOC_Os10g05340	0
LOC_Os10g05360	0
LOC_Os10g05370	0
LOC_Os10g05380	0
LOC_Os10g05390	0
LOC_Os10g05400	0
LOC_Os10g05410	1.2
LOC_Os10g05420	0
LOC_Os10g05430	0
LOC_Os10g05440	0
LOC_Os10g05450	0
LOC_Os10g05460	0
LOC_Os10g05470	0
LOC_Os10g05480	0
LOC_Os10g05490	0
LOC_Os10g05500	0
LOC_Os10g05510	0
LOC_Os10g05520	0.3
LOC_Os10g05530	0.5
LOC_Os10g05540	1.2
LOC_Os10g05550	0
LOC_Os10g05560	0.6
LOC_Os10g05570	1.9
LOC_Os10g05580	0
LOC_Os10g05590	0
LOC_Os10g05600	8.4
LOC_Os10g05610	0
LOC_Os10g05620	0
LOC_Os10g05630	0
LOC_Os10g05650	0
LOC_Os10g05660	31.9
LOC_Os10g05680	6.8
LOC_Os10g05690	7.1
LOC_Os10g05695	0
LOC_Os10g05700	0
LOC_Os10g05710	0
LOC_Os10g05730	14.9
LOC_Os10g05720	0.6
LOC_Os10g05740	0
LOC_Os10g05750	0
LOC_Os10g05770	0
LOC_Os10g05780	1.3
LOC_Os10g05790	0
LOC_Os10g05800	1.6
LOC_Os10g05810	0
LOC_Os10g05820	0
LOC_Os10g05840	0
LOC_Os10g05849	0
LOC_Os10g05860	0
LOC_Os10g05870	0
LOC_Os10g05880	0
LOC_Os10g05890	0
LOC_Os10g05900	0
LOC_Os10g05910	0
LOC_Os10g05930	0
LOC_Os10g05940	1.3
LOC_Os10g05950	0
LOC_Os10g05960	0
LOC_Os10g05970	2.7
LOC_Os10g05980	7
LOC_Os10g05990	1.2
LOC_Os10g06000	1.5
LOC_Os10g06010	0
LOC_Os10g06020	0
LOC_Os10g06030	0
LOC_Os10g06050	0
LOC_Os10g06070	0
LOC_Os10g06080	0
LOC_Os10g06090	0.1
LOC_Os10g06100	0
LOC_Os10g06110	0
LOC_Os10g06130	23.4
LOC_Os10g06140	0.8
LOC_Os10g06150	0
LOC_Os10g06160	0
LOC_Os10g06170	0
LOC_Os10g06180	0
LOC_Os10g06190	0
LOC_Os10g06200	0
LOC_Os10g06210	0
LOC_Os10g06220	0
LOC_Os10g06230	0
LOC_Os10g06240	0
LOC_Os10g06250	0
LOC_Os10g06260	0
LOC_Os10g06270	0
LOC_Os10g06280	0
LOC_Os10g06290	0
LOC_Os10g06300	0
LOC_Os10g06310	0
LOC_Os10g06320	0
LOC_Os10g06330	0
LOC_Os10g06340	0
LOC_Os10g06350	0
LOC_Os10g06360	0
LOC_Os10g06370	0
LOC_Os10g06380	0
LOC_Os10g06390	0
LOC_Os10g06400	0
LOC_Os10g06410	0
LOC_Os10g06420	0
LOC_Os10g06430	0
LOC_Os10g06440	0
LOC_Os10g06450	0
LOC_Os10g06460	0
LOC_Os10g06470	0
LOC_Os10g06480	0
LOC_Os10g06490	0
LOC_Os10g06500	0
LOC_Os10g06510	0
LOC_Os10g06520	0
LOC_Os10g06540	25.2
LOC_Os10g06550	0
LOC_Os10g06560	0
LOC_Os10g06565	0
LOC_Os10g06580	0
LOC_Os10g06600	0
